sep=,
225,-1.0035811037829019
226,-1.0035811037829019
227,-1.0035811037829019
228,-1.0035811037829019
229,-1.0035811037829019
230,-1.0035811037829019
231,-1.0035811037829019
232,-1.0035811037829019
233,-1.0035811037829019
234,-1.0035811037829019
235,-1.0035811037829019
236,-1.0035811037829019
237,-1.0035811037829019
238,-1.0035811037829019
239,-1.0035811037829019
240,-1.0076606437945523
241,-1.0076606437945523
242,-1.0076606437945523
243,-1.0076606437945523
244,-1.0076606437945523
245,-1.0076606437945523
246,-1.0076606437945523
247,-1.0076606437945523
248,-1.0076606437945523
249,-1.0076606437945523
